frame_divider_name,frame_width_m,frame_outside_projection_m,frame_inside_projection_m,frame_conductance_w_per_m2k,frame_edge_to_center_glass_conductance_ratio,frame_solar_absorptance,frame_visible_absorptance,frame_thermal_emissivity,divider_type,divider_width_m,number_horizontal_dividers,number_vertical_dividers,divider_outside_projection_m,divider_inside_projection_m,divider_conductance_w_per_m2k,divider_edge_to_center_glass_conductance_ratio,divider_solar_absorptance,divider_visible_absorptance,divider_thermal_emissivity,outside_reveal_solar_absorptance,inside_sill_depth_m,inside_sill_solar_absorptance,inside_reveal_depth_m,inside_reveal_solar_absorptance
1,0.0,0.0,0.0,9.5,1.0,0.5,0.5,0.9,DividedLite,0.020,1,1,0.0,0.0,9.5,1.0,0.5,0.5,0.9,0.5,0.0,0.5,0.0,0.5
