surface_key,surface_label,context,is_candidate,matches_manifest_target,adjacency_condition,is_internal_partition,internal_partition_type,hard_attributes,match_keys
surface_66,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_67,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_68,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_69,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_70,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_71,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_72,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,no,no,AdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;CombinedGroundFloorConstr;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_73,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,no,no,NotAdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_74,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_75,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_76,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_77,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_78,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,no,no,AdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;CombinedGroundFloorConstr;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_79,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,no,no,NotAdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_80,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_81,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_82,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_83,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_84,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_85,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,no,no,AdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;CombinedGroundFloorConstr;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_86,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,no,no,NotAdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_87,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_88,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_89,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_90,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
