surface_key,surface_label,context,is_candidate,matches_manifest_target,target_surface_name,target_zone_name,mapped_zone_name,target_area_m2,surface_area_m2,area_delta_m2,match_reason,match_status,in_idf_surface_name,in_idf_zone_name,in_idf_construction_name,in_idf_boundary_condition,in_idf_area_m2,in_idf_area_delta_m2,in_idf_match_status,adjacency_condition,is_internal_partition,internal_partition_type,surface_type,hard_attributes,title,ssep_object_name,ssep_object_idc,gbxml_surface_type,match_keys
surface_34,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,no,no,,,APARTMENT_A_NEW_PN_02,,12.887,,,,,,,,,,,NotAdjacentToGround,False,-1,FlatRoof,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,Roof - 12.887 m2,BLOCK1:APARTMENTXAXNEWXPNX0Q1_Roof_1_0_0,3,Roof,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1_Roof_1_0_0
surface_35,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,,,APARTMENT_A_NEW_PN_02,,10.989,,,,,,,,,,,NotAdjacentToGround,True,Solid,Wall,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,"Partition - 10.989 m2 (Block 1, APARTMENT_A_NEW_PK_PB)",BLOCK1:APARTMENTXAXNEWXPNX0Q1_Partition_2_0_10011,7,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1_Partition_2_0_10011
surface_36,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,,,APARTMENT_A_NEW_PN_02,,3.729,,,,,,,,,,,NotAdjacentToGround,True,Solid,Wall,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,"Partition - 3.729 m2 (Block 1, APARTMENT_A_NEW_PK_PB)",BLOCK1:APARTMENTXAXNEWXPNX0Q1_Partition_3_0_10009,7,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1_Partition_3_0_10009
surface_37,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,,,APARTMENT_A_NEW_PN_02,,9.042,,,,,,,,,,,NotAdjacentToGround,True,Solid,Wall,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,"Partition - 9.042 m2 (Block 1, APARTMENT_A_NEW_WC_01)",BLOCK1:APARTMENTXAXNEWXPNX0Q1_Partition_4_0_0,7,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1_Partition_4_0_0
surface_38,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,,,APARTMENT_A_NEW_PN_02,,10.989,,,,,,,,,,,NotAdjacentToGround,False,-1,Wall,WallConstr;Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,Wall - 10.989 m2 - 270.0°,BLOCK1:APARTMENTXAXNEWXPNX0Q1_Wall_5_0_0,5,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1_Wall_5_0_0
surface_39,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,yes,APARTMENT_A_NEW_PN_02_WALL_05,APARTMENT_A_NEW_PN_02,APARTMENT_A_NEW_PN_02,12.771,12.771,0.000,in_idf_surface_name,unique_in_idf_surface_name,BLOCK1:APARTMENTXAXNEWXPNX0Q1_Wall_6_0_0,BLOCK1:APARTMENTXAXNEWXPNX0Q1,IDF IBST_W180_PL15_BR150_PL15 - ctn7,Outdoors,12.771,0.000,unique_zone_area_construction,NotAdjacentToGround,False,-1,Wall,WallConstr;Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;Adjacency;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,Wall - 12.771 m2 - 180.0°,BLOCK1:APARTMENTXAXNEWXPNX0Q1_Wall_6_0_0,13,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1_Wall_6_0_0
surface_40,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,no,no,,,APARTMENT_A_NEW_WC_01,,4.274,,,,,,,,,,,AdjacentToGround,False,-1,Floor,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;CombinedGroundFloorConstr;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,Ground floor - 4.274 m2 (Ground),BLOCK1:APARTMENTXAXNEWXWCX0Q1_GroundFloor_0_0_0,1,Floor,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1_GroundFloor_0_0_0
surface_41,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,no,no,,,APARTMENT_A_NEW_WC_01,,4.274,,,,,,,,,,,NotAdjacentToGround,False,-1,FlatRoof,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,Roof - 4.274 m2,BLOCK1:APARTMENTXAXNEWXWCX0Q1_Roof_1_0_0,3,Roof,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1_Roof_1_0_0
surface_42,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,,,APARTMENT_A_NEW_WC_01,,5.148,,,,,,,,,,,NotAdjacentToGround,True,Solid,Wall,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,"Partition - 5.148 m2 (Block 1, APARTMENT_A_NEW_PK_PB)",BLOCK1:APARTMENTXAXNEWXWCX0Q1_Partition_2_0_10008,7,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1_Partition_2_0_10008
surface_43,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,,,APARTMENT_A_NEW_WC_01,,9.042,,,,,,,,,,,NotAdjacentToGround,True,Solid,Wall,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,"Partition - 9.042 m2 (Block 1, APARTMENT_A_NEW_PN_01)",BLOCK1:APARTMENTXAXNEWXWCX0Q1_Partition_3_0_10001,7,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1_Partition_3_0_10001
surface_44,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,,,APARTMENT_A_NEW_WC_01,,5.148,,,,,,,,,,,NotAdjacentToGround,False,-1,Wall,WallConstr;Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,Wall - 5.148 m2 - 270.0°,BLOCK1:APARTMENTXAXNEWXWCX0Q1_Wall_4_0_0,5,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1_Wall_4_0_0
surface_45,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,,,APARTMENT_A_NEW_WC_01,,9.042,,,,,,,,,,,NotAdjacentToGround,True,Solid,Wall,Title;WindAngle315;AnyOpeningOutput;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,"Partition - 9.042 m2 (Block 1, APARTMENT_A_NEW_PN_02)",BLOCK1:APARTMENTXAXNEWXWCX0Q1_Partition_5_0_10015,7,Wall,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1_Partition_5_0_10015
